review,date,rating,name, address
The room was very clean and spacious.  We were able to see the Disneyland Resort fireworks.  The area was also quiet and we felt safe.,Aug 18| 2021,5,SunCoast Park Hotel Anaheim| Tapestry Collection by Hilton,1640 S Clementine St| Anaheim| CA| 92802
Wow this was a great stay.  It’s been a long time since I’ve had a positive hotel 🏨 experience.  The front desk staff made checking in very easy and the hotel is very kid-friendly.  The room was large| comfortable and very clean.  For what you pay| this hotel is an amazing value.  This will be my go-to when we visit disneyland,Aug 17| 2021,5,SunCoast Park Hotel Anaheim| Tapestry Collection by Hilton,1640 S Clementine St| Anaheim| CA| 92802
We had a great stay here at sun coast. Its a beautiful hotel. Nice pool area. The beds were comfy. Spacious suite. Staff friendly and attentive. Only downside was parking is not included in the price. I would recommend staying here.,Aug 17| 2021,5,SunCoast Park Hotel Anaheim| Tapestry Collection by Hilton,1640 S Clementine St| Anaheim| CA| 92802
So clean and beds are very comfortable| walking distance to Disneyland| parking is 24$ but that is reasonable for the location|  I felt safe with my kids at all times | and the room was exceptionally clean| staff is friendly I hope to stay here again !,Aug 16| 2021,5,SunCoast Park Hotel Anaheim| Tapestry Collection by Hilton,1640 S Clementine St| Anaheim| CA| 92802
Horrible staff| horrible service. Mediocre hotel| cleanliness| and jacuzzi is always broken with towels never being restocked or issues never resolved. The location is great though?Spent over 2|000 dollars and a week stay— Mish (the “manager”) and Fernando who was the man that was up front to check us in and out| bad mouthed my husband and I when we voiced our concerns and unhappiness with the property. Manager did nothing while hearing how horrible we were talked to and offered no type of resolution.  we had to fight and call corporate (which took another few days and hours) to get THE MINIMUM type of compensation. All around waste of time when guests are treated so horribly. Wasted so much time of our stay trying to be heard and understood.,Aug 16| 2021,1,SunCoast Park Hotel Anaheim| Tapestry Collection by Hilton,1640 S Clementine St| Anaheim| CA| 92802
We were disappointed in the SunCoast Park Anaheim. We were ending a vacation with a stay near Disney to spend a day at the park. On hotels.com there are several options available for hotels in this price range in this location. What led me to select SC over the others was the Superb rating| the option to include breakfast at a reasonable price| and the availability of an area shuttle. Because we selected the brkfst upcharge| we were required to prepay the reservation; I do not know if this was a SC or H.com req. When we arrived late via taxi (which took a while to procure) b/c we were told the shuttle was not "reliable" at the late arrival time| we were told after checking in and after I asked about it| that breakfast was no longer being served at the hotel. Oh. And b/c we'd paid hotels.com| we would have to arrange refund through them. That was an hour and half process of calls| transfers| repeating saga| and so forth. To hotels.com credit| we did get a refund processed. It was just harder than it should have been.Still don't really know about the area shuttle options as the clerk found it too difficult to explain or provide info| and we decided to walk. Okay in the a.m.| would have like a ride home at night.The hotel itself was nice looking and stylish| but the accommodations were uncomfortable. In our 2Q room for three people| there was only one chair| and it was very uncomfortable. And the bedpillows were like sandbags| heavy and hard. The pool was nice.,Aug 16| 2021,3,SunCoast Park Hotel Anaheim| Tapestry Collection by Hilton,1640 S Clementine St| Anaheim| CA| 92802
Cleanliness,Aug 16| 2021,5,SunCoast Park Hotel Anaheim| Tapestry Collection by Hilton,1640 S Clementine St| Anaheim| CA| 92802
Loved how close it was to Disneyland and Gardenwalk.,Aug 15| 2021,5,SunCoast Park Hotel Anaheim| Tapestry Collection by Hilton,1640 S Clementine St| Anaheim| CA| 92802
Nice hotel! Staff was very friendly and nice. Close walking distance to Disneyland.,Aug 14| 2021,5,SunCoast Park Hotel Anaheim| Tapestry Collection by Hilton,1640 S Clementine St| Anaheim| CA| 92802
,Aug 12| 2021,5,SunCoast Park Hotel Anaheim| Tapestry Collection by Hilton,1640 S Clementine St| Anaheim| CA| 92802
We didn’t get housekeeping service it was a horrible experience when we called front desk they said that they couldn’t help cause we booked it with Experia and not them.,Aug 11| 2021,2,SunCoast Park Hotel Anaheim| Tapestry Collection by Hilton,1640 S Clementine St| Anaheim| CA| 92802
We did an early check-in and had a pleasant experience because the early check-in fee was waived. Never had our beds made or anything like that| wasn't  made aware that we had to call for this service.The bar doesn't open on Sunday which is disappointing. Cocktails that the bar were good. Had microwave and fridge in the room which was nice. AC worked well. 24 hour desk which is nice| they have a store where they have food and some other little extra things which was nice| came in handy. Walking distance from Disneyland. Gas station| food| really AWESOME PLAZA right down the street; Amazing options for entertainment and food.,Aug 11| 2021,5,SunCoast Park Hotel Anaheim| Tapestry Collection by Hilton,1640 S Clementine St| Anaheim| CA| 92802
The hotel is pretty new & very clean,Aug 10| 2021,4,SunCoast Park Hotel Anaheim| Tapestry Collection by Hilton,1640 S Clementine St| Anaheim| CA| 92802
Quiet| clean| and friendly staff. Nice pool area.  Very large room!  Perfect for our family of five.,Aug 10| 2021,5,SunCoast Park Hotel Anaheim| Tapestry Collection by Hilton,1640 S Clementine St| Anaheim| CA| 92802
Wont stay again. Very noisy ac unit. Food on the floor. Bed was nice. Minimal service| snack prices ridiculous. Was charged for 2 breakfast we didn't go to. Many hiden tax and resort fees along with $24 parking fee. The lot was filthy by the handicap parking from afternoon until next day.,Aug 9| 2021,3,SunCoast Park Hotel Anaheim| Tapestry Collection by Hilton,1640 S Clementine St| Anaheim| CA| 92802
