review,date,rating,name, address
Just horrible.  The smoke alarm had been removed| the mattress was horrible (we both woke up with sore backs)| the safe did not work| both the restaurant and bar were closed| no coffee maker| and overall the space was dingy dirty.  This hotel needs a complete overhaul.  After one night we checked out early and moved to the AC Hotel nearly that was sooooo much better!,Aug 19| 2021,2,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
My only complaint was that the internet connection came and went fairly often. When I arrived I spent over an hour trying the get it to work over the phone with tech support. They were understanding. It still came and went though over time over my stay. Frustrating,Aug 19| 2021,5,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Very nice place to stay in the heart of Times Square.Hotel was nice| and the city views were fantastic| but carpeting in room was soiled and in need of replacement and the hallways need to be updated. That said| I would still come back here because it was a good value.,Aug 19| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
no fridge,Aug 19| 2021,3,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Being surprised with the 23rd floor and such an amazing view on my first solo trip was heaven! The staff was kind| they gave me resources to find my phone when I lost it in the city| and were very friendly! The entire place was gorgeous and even more so in person!,Aug 19| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
,Aug 18| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Good value,Aug 18| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
It’s a dirty place. Furniture is broken inside of the room. Windows are dirty. Area around the hotel is in terrible condition now| it was even gun shooting at night.. not safe| dirty... staff trying their best I guess...,Aug 18| 2021,2,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
The facility needs a renovation. Everything is scratched and dented. Bedspread was ripped. Great location| but needs some TLC,Aug 18| 2021,3,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Location was awesome|  front desk people were nice. No ammenities offered. We tried to switch our room higher for a better view we got a worse view and the room was way hotter. Even the 18th floor the air condition did not work well at all. The room she put us in was not a good view at all either so we may as well have just stayed lower where the room was a little cooler. P.s. the elevators high up are terrible.,Aug 18| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Nice staff| very helpful. The Lobby is beautiful| however the hotel is a little outdated. Maybe a little face lift would make it an extraordinary place.,Aug 17| 2021,3,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
It was okah,Aug 17| 2021,3,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
The hotel room was very outdated and things in the room didn’t work properly. The drain in the shower didn’t drain and the drawers for the dresser were messed up. Room wasn’t very clean,Aug 17| 2021,2,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
The hotel was nice but next time I visit It’ll be at a different one.,Aug 17| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Wish they had a mini fridge and ice| other than that it was perfect.,Aug 16| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
I was very disappointed that the room was not up to date like the photos online when I booked. Also there was stains on the furniture and carpet. The bathroom and handles needed to be cleaned better before arrival. Overall I expected a better view of the hotel room,Aug 16| 2021,2,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
,Aug 16| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Very close to Times Square. Our room was clean| no issues. The hotel overall is outdated and even if it's a non smoking facility there is a strong smell🚭,Aug 16| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Very noisy. Elevators were a nightmare.,Aug 16| 2021,3,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Great location,Aug 16| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Nice staff| very helpful. The Lobby is beautiful| however the hotel is a little outdated. Maybe a little face lift would make it an extraordinary place.,Aug 17| 2021,3,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
It was okah,Aug 17| 2021,3,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
The hotel room was very outdated and things in the room didn’t work properly. The drain in the shower didn’t drain and the drawers for the dresser were messed up. Room wasn’t very clean,Aug 17| 2021,2,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
The hotel was nice but next time I visit It’ll be at a different one.,Aug 17| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Wish they had a mini fridge and ice| other than that it was perfect.,Aug 16| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
I was very disappointed that the room was not up to date like the photos online when I booked. Also there was stains on the furniture and carpet. The bathroom and handles needed to be cleaned better before arrival. Overall I expected a better view of the hotel room,Aug 16| 2021,2,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
,Aug 16| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Very close to Times Square. Our room was clean| no issues. The hotel overall is outdated and even if it's a non smoking facility there is a strong smell🚭,Aug 16| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Very noisy. Elevators were a nightmare.,Aug 16| 2021,3,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Great location,Aug 16| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Excellent ubication,Aug 13| 2021,5,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Everything was excellent!!! The view is so nice and the location is perfect.,Aug 13| 2021,5,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
This is not 4 star hotel and i never going to purchase anything from orbitz again,Aug 13| 2021,1,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
,Aug 12| 2021,5,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Very poor customer service from the front desk stuff. They didn’t even greet us. Shower wouldn’t drain well| first day they didn’t clean the room until the evening when I called for clean  towels. horrible view| the worst there was no coffee pot with tea bags  in the room as most of the hotels have| I get chronic migraines and I must drink caffeine at the same time every day. No microwave either. Horrible!! I was very disappointed!!!  When we were checking out I was in front of the line waiting to be called  until I realized I had to walk towards him or he wouldn’t call me| then he barely talk to me| didn’t tell me how I owed or anything  I felt uncomfortable and not welcome. Awkward!!,Aug 12| 2021,1,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
It was great to be there| very good location near to many service| area very safe| we feel very comfortable in this property,Aug 11| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Great location.  The beds were "okay".  Double beds| but this is the case in most hotels.  I wish they were Queen beds.,Aug 11| 2021,4,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Gross. Lobby is super Nice… then We head to our floor which looked like we were in a totally different hotel. Our room smelled like cigarettes| the wall paper was peeling off in some spots the outlets had no covers on them a layer of dust all over everything curtains and comforter had stains on them and the shower/tub was disgusting. Literally wore shoes In the shower…,Aug 11| 2021,2,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Did not like the $50 early check in fee even tho she stated our room was ready.  That totally sucks. The room was dirty with black hair everywhere| counters| toilet| shower| walls| base of toilet was disgusting| bathroom ceiling looked like snot all over it. Really disappointed. Stained hallway carpet broken ice machine,Aug 11| 2021,3,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Let me first say that this review is the truth.  Rooms are not good| very dated and carpets dirty with stains.  Pictures have been removed from walls and not replaced so you can see the former outline.  Our room had a condom (in the wrapper) left on the floor.  There was hair left in the bathroom.  We told the front desk and they moved us to a different room.  Same dated room without the condom or the hair.   We were on the fair elevator (farthest from the entrance to the elevators) and as we were going up it felt like the brake slipped and it went down 2-4 floors.  We actually thought we were going down.  The elevator did grab and kept going up.  The woman that was in the elevator with us will probably review this too.  We told the front desk and they said they would look into this.  Not a good experience,Aug 11| 2021,1,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Excellent ubication,Aug 13| 2021,5,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
Everything was excellent!!! The view is so nice and the location is perfect.,Aug 13| 2021,5,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
This is not 4 star hotel and i never going to purchase anything from orbitz again,Aug 13| 2021,1,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
,Aug 12| 2021,5,Millennium Hotel Broadway Times Square,145 W 44th St| New York| NY| 10036
