review,date,rating,name, address
Beds are small| firm and uncomfortable. Universal studios views are great. Shuttle service to park and city walk is nice feature. If you like firm mattress then this place is ok.,Aug 19| 2021,3,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
The property was clean but I didn’t like that my room was not cleaned none of the day I stood there,Aug 19| 2021,2,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
Everything was perfect staff was outstanding hotel was outstanding love I would definitely recommend it to anybody,Aug 19| 2021,5,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
,Aug 18| 2021,5,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
No transportation options to airports.Very limited dining options.No housekeeping.Room service was very overpriced and subpar quality food.,Aug 18| 2021,2,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
Quiet and options,Aug 18| 2021,5,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
Located near universal studio,Aug 18| 2021,3,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
It was just a fantastic place all of the staff was just so nice and professional,Aug 18| 2021,5,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
The place is clean and the area is nice and really close to Universal Studios.,Aug 18| 2021,5,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
It is a beautiful hotel. Housekeeping is only every 4 days ( due to Covid) so unless you go somewhere to purchase cleaning supplies your sink & shower is dirty. We were there 5 days so our room got cleaned once. The housekeeper did an amazing job. There is nowhere to due your laundry. I was told to go to a laundromat. I didn’t have a car so that would’ve been pricey. No hot chocolate or coffee in the lobby. All the employees were extra nice but there were definitely disappointments.,Aug 17| 2021,3,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
This was a excellent hotel,Aug 17| 2021,5,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
It was great,Aug 17| 2021,4,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
I definitely expected more for what we paid for. The room smelt horrible| a mix of smoke and old carpet. Their Solution was to have someone spray Lysol.. that lasted 5 minutes.  The bed and sofa bed creaked| only one towel| spider webs everywhere. Definitely won’t be staying here again. Sheraton next door is so much better,Aug 16| 2021,2,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
First class all the way,Aug 16| 2021,5,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
,Aug 14| 2021,3,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
Nice hotel| close to universal with free shuttle to park. Amazing views. Would stay again.,Aug 14| 2021,4,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
,Aug 14| 2021,5,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
,Aug 14| 2021,4,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
Friendly staff| beautiful property and just a short walk to Universal Studios and City Walk.,Aug 12| 2021,5,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
The overnite auditor was very rude and not attentive to guests with disabilities.,Aug 12| 2021,3,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
This was a excellent hotel,Aug 17| 2021,5,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
It was great,Aug 17| 2021,4,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
I definitely expected more for what we paid for. The room smelt horrible| a mix of smoke and old carpet. Their Solution was to have someone spray Lysol.. that lasted 5 minutes.  The bed and sofa bed creaked| only one towel| spider webs everywhere. Definitely won’t be staying here again. Sheraton next door is so much better,Aug 16| 2021,2,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
First class all the way,Aug 16| 2021,5,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
,Aug 14| 2021,3,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
Nice hotel| close to universal with free shuttle to park. Amazing views. Would stay again.,Aug 14| 2021,4,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
,Aug 14| 2021,5,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
,Aug 14| 2021,4,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
Friendly staff| beautiful property and just a short walk to Universal Studios and City Walk.,Aug 12| 2021,5,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
The overnite auditor was very rude and not attentive to guests with disabilities.,Aug 12| 2021,3,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
For a Hilton group and at not so inexpensive rate our experience was very subpar. The check-in took a long time just to drag all our luggage and family of four to the 18th floor just to find out that the hotel room was either still occupied or hasn’t been cleaned - dirty towels everywhere| trash| toothbrushes…bleh. Back to lobby for re-check-in and got a new room on 11th floor that definitely didn’t provide the promised view of the Universal Studios that we paid extra for. We were given complimentary full breakfast for the next day as an apology| which was appreciated but still didn’t make us love this place at all. On top of it| we were given the wrong password for the internet so gave up connecting after an hour thinking it must be our device. Nope - wrong info from the hotel service. I lost whole evening of work that I needed to do. Parking wasn’t included and it’s ridiculous at $30 a night. Breakfast wasn’t included which was disappointing as well. There was also some dance competition during our stay so the hotel was crowded with teenage girls and getting an elevator definitely took some patience. Hotel rooms are smallish| starting to het outdated and definitely could used some upgrades. Also| we reserved the room for 4 people| and it would be great to have 4 towels and adequate  amount of toiletries in the bath. I had to call the room service and the missing items were delivered 45 mins later.Our experience wasn’t great and definitely won’t be returning!,Aug 6| 2021,2,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
The shower area drain was blocked and had to wait for 5 hours for someone  to clean. The nathroom floor was wer with water b cause of overflow and the cleaning crew came next day to dru itnup. Though they offered free breakfast| did not use it since it doesn’t make up for kids waiting for soak in water after 100  temperature all day,Aug 6| 2021,2,Hilton Los Angeles/Universal City,555 Universal Hollywood Dr| Universal City| CA| 91608
