review,date,rating,name, address
Very disappointed. Booked through hotels.com . Excited about the breakfast. But when I arrived. There wasn’t any breakfast. Just a brown bag with a very small yogurt. A disgusting breakfast sandwich that the bread crumbled in your hand . Your lucky if you got one with a napkin or a spoon . 4 days 4 guesses.The description of the rooms were off. A city view is just looking at another’s building.The vineyard view (not sure were a vineyard is in nyc)but you get a beautiful view of the harbor. Wont make that mistake again.,Aug 18| 2021,2,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
The staff were friendly| the hotel and room were clean| and the bed was comfortable. I would definitely stay there again.,Aug 16| 2021,5,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
Liked that we had a awesomeview,Aug 16| 2021,4,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
This property is closer to some of the attractions and also conveniently located to take ferries or train to other attractions which we liked the most|,Aug 14| 2021,5,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
Everything was great and the staff helpful and friendly.,Aug 13| 2021,5,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
Property was at waking distance from multiple attractions in Uptown Manhattan,Aug 9| 2021,5,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
The property was great. Loved the location and it's easy access to the subway. I however did not like the setup of the bathroom. The door did not close all the way.,Aug 8| 2021,5,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
Clean room. Friendly staff. Excellent views.  Convenient location.,Aug 7| 2021,5,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
Friendly staff felt very welcomed after a long drive.  Quiet and the subway station was nearby.  Great stay!  I Will def stay again.,Aug 4| 2021,5,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
Check in late at night| to find my room completely dirty| with hair all over the bathroom and the shower clogged. They didn't even offer a room change. They set staff to take care of the clogged| but ultimately I had to clean the shower. Next day asked to be cleaned and they only cleaned the shower| they didn't even make an effort to do the rest. Very disappointing!!,Aug 3| 2021,1,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
Overall great accommodations - location| convenience| attentive friendly staff| cleanliness and an amazing view from our room!,Aug 2| 2021,5,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
The site said restaurant. There was no restaurant. Site said valet parking. There was no valet parking. Couldn’t have room cleaned,Aug 1| 2021,2,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
The location was very convenient. Lots of choices for food and public transportation across the street. The room also had a microwave and mini fridge. The only thing that bothered me was the stale smell in the room.,Aug 1| 2021,4,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
Great staff,Jul 28| 2021,5,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
The room was really comfortable| and so was the view!,Jul 27| 2021,4,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
The view overlooking The Hudson from the 21st floor was fabulous! Clean rooms| friendly staff and very quiet.,Jul 26| 2021,5,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
I really liked this hotel and location. The staff was friendly| but seemed to be a bit understaffed. I was disappointed to learn after check in that the restaurant was closed.,Jul 25| 2021,5,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
Though we had a good experience with the manager and service desk staff we were a little dissappointed that even the basic items such as trash can| laundry bag and enough towels for the guests checking in were missing in the room. But the staff were very friendly and responsive.,Jul 19| 2021,3,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,6 Water St| New York| NY| 10004
