review,date,rating,name, address
Beautiful pool area on the 5th floor and warm cookies at checkin. Great location| easy walk to shopping and dining in the downtown area.,Aug 19| 2021,5,DoubleTree by Hilton Chicago - Magnificent Mile,300 E Ohio St| Chicago| IL| 60611
Family loved the pool.,Aug 18| 2021,5,DoubleTree by Hilton Chicago - Magnificent Mile,300 E Ohio St| Chicago| IL| 60611
Pretty good,Aug 18| 2021,4,DoubleTree by Hilton Chicago - Magnificent Mile,300 E Ohio St| Chicago| IL| 60611
The customer service when you check it was excellent also when you check out it was very nice all around the people work at Starbucks even the housekeeping it was nice I would definitely go there again I give it  10,Aug 18| 2021,5,DoubleTree by Hilton Chicago - Magnificent Mile,300 E Ohio St| Chicago| IL| 60611
,Aug 18| 2021,5,DoubleTree by Hilton Chicago - Magnificent Mile,300 E Ohio St| Chicago| IL| 60611
,Aug 18| 2021,4,DoubleTree by Hilton Chicago - Magnificent Mile,300 E Ohio St| Chicago| IL| 60611
The room had no microwave. We had food leftovers that went to waist. Chicago cost for food was to expensive not to be able to eat what we had left.,Aug 18| 2021,5,DoubleTree by Hilton Chicago - Magnificent Mile,300 E Ohio St| Chicago| IL| 60611
Our family of four stayed for 3 nights. My husband is in a wheelchair and the hotel was accessible. We did not request an accessible room so his only struggle was the bathroom| or fault| not the hotels. The chair lift and elevator to the roof top pool were in working order. It should be noted that handicap parking was on the 5th floor of the garage. We enjoyed how convenient it was to get to everything using our car as parking was unlimited ins and outs.,Aug 17| 2021,5,DoubleTree by Hilton Chicago - Magnificent Mile,300 E Ohio St| Chicago| IL| 60611
Really enjoyed the pool and the comfort of the room. It was a little noisy at night but that is because of the bachelorette party across the hall from us so can’t be helped too much by the hotel. Overall great stay| great location,Aug 17| 2021,4,DoubleTree by Hilton Chicago - Magnificent Mile,300 E Ohio St| Chicago| IL| 60611
Stay was okay. We picked this hotel specifically for the outdoor pool.  we wanted to use the pool both days we were there. Unfortunately the pool was being worked on and we were unable to use it on our second day there. The first day we got there we didn’t get a full day at the pool. The bathrooms at the pool were pretty dirty and not cleaned. We stayed for our anniversary and just felt it wasn’t the best place. They do have a nice location. Easy to walk to the river and other places.,Aug 17| 2021,3,DoubleTree by Hilton Chicago - Magnificent Mile,300 E Ohio St| Chicago| IL| 60611
