review,date,rating,name, address
Location is amazing| only a few blocks from the Path Newport Station. We stayed for 3 nights and the room was clean upon arrival. Our room had a mini fridge and microwave which was convenient. Parking is available on site| we used self-parking which cost about $27 a night. In and out privileges which is a great option to have as well. Only downside was that the parking structure was a bit hard to figure out and because it was not attached to the Hotel| it was quite a struggle getting all our luggage up to our hotel room. Overall| our stay was pleasant and we felt very comfortable there.,Aug 16| 2021,4,DoubleTree by Hilton Hotel & Suites Jersey City,455 Washington Boulevard| Jersey City| NJ| 07310
Close to all attractions and NYC,Aug 16| 2021,5,DoubleTree by Hilton Hotel & Suites Jersey City,455 Washington Boulevard| Jersey City| NJ| 07310
The area was convenient to area attractions. Was disappointed that WiFi was additional fee.,Aug 14| 2021,5,DoubleTree by Hilton Hotel & Suites Jersey City,455 Washington Boulevard| Jersey City| NJ| 07310
We were in town for a wedding a few miles away and this hotel was recommended to us by the wedding party. A recent renovation on the hotel was tastefully done.. and fabulous views from the room made it special and a delightful stay. With many restrictions at this time we felt very comfortable with our suite. It was modern very clean- with nice amenities in the bathroom. Two large screen TVs- one in the living area and one in the bedroom.At this time the hotel wasn’t serving breakfast inside the building but there’s a truck outside for coffee etc. delicious. There’s also a coffee maker in the room. Soft towels and lovely bedding made the stay delightful. We will be back again. I highly recommend this hotelin Jersey City. It is near everything. There is a nice park to walk around| nearby. Many rooms have city views and that’s special in itself. Look no further this is the place to go to. Hilton Hotels always make us feel welcomed.,Aug 11| 2021,5,DoubleTree by Hilton Hotel & Suites Jersey City,455 Washington Boulevard| Jersey City| NJ| 07310
It was nice room with the view. Layout is great| furnishings are new and modern. Room was very cleaned and we had maintenance daily. Bathroom though needs some update. Wats in the sink and the tub didn’t drain very fast and you have to constantly pump it out. And there is no exhaust fan in the bathroom. Mirror gets steamy.,Aug 9| 2021,4,DoubleTree by Hilton Hotel & Suites Jersey City,455 Washington Boulevard| Jersey City| NJ| 07310
We were in town for a funeral| and the accommodations were very disappointing and disgusting! The room couldn't have been sanitized according to the cdc guidelines. There was hair| dust and dirt everywhere! And there wasn't any tissue in one of our suites. They also didn't serve breakfast! It was muffins and coffee with powdered creamer| no milk  or half & half,Aug 5| 2021,1,DoubleTree by Hilton Hotel & Suites Jersey City,455 Washington Boulevard| Jersey City| NJ| 07310
Overall|  the hotel stay was very good. I did ask for a cozier chair for my room. They only provided basic chairs. But unfortunately|  they were not able to oblige.Hotel is in great location near Path train station.,Aug 5| 2021,4,DoubleTree by Hilton Hotel & Suites Jersey City,455 Washington Boulevard| Jersey City| NJ| 07310
,Aug 2| 2021,5,DoubleTree by Hilton Hotel & Suites Jersey City,455 Washington Boulevard| Jersey City| NJ| 07310
This is fist hotal since pandemic give me every day room service i loved other mostly give excuses covid 19 ....,Aug 2| 2021,5,DoubleTree by Hilton Hotel & Suites Jersey City,455 Washington Boulevard| Jersey City| NJ| 07310
,Aug 1| 2021,4,DoubleTree by Hilton Hotel & Suites Jersey City,455 Washington Boulevard| Jersey City| NJ| 07310
