review,date,rating,name, address
N/A,Aug 18| 2021,5,LondonHouse Chicago| Curio Collection by Hilton,85 East Wacker Drive| Chicago| IL| 60601
Comfortable hotel.,Aug 17| 2021,4,LondonHouse Chicago| Curio Collection by Hilton,85 East Wacker Drive| Chicago| IL| 60601
I was pleasantly surprised at our short stay at LondonHouse. The staff were very pleasant.  You can reach them by text any time.  The location is great for outings on the Riverwalk and still a short walk to Michigan Avenue. The rooftop bar/dining had a gorgeous view of the Riverwalk and downtown and tasty drinks and tapas. The beds were comfortable and I really like the interior design approach of the interiors and rooms.,Aug 17| 2021,5,LondonHouse Chicago| Curio Collection by Hilton,85 East Wacker Drive| Chicago| IL| 60601
Great stay! Rooftop bar provides great views of the city!,Aug 17| 2021,5,LondonHouse Chicago| Curio Collection by Hilton,85 East Wacker Drive| Chicago| IL| 60601
Great hotel| wonderful views and centrally located.,Aug 17| 2021,5,LondonHouse Chicago| Curio Collection by Hilton,85 East Wacker Drive| Chicago| IL| 60601
Amazing hotel! Service was excellent| great location and beautiful rooftop bar.Will definitely stay here again when we come back to Chicago!!,Aug 16| 2021,5,LondonHouse Chicago| Curio Collection by Hilton,85 East Wacker Drive| Chicago| IL| 60601
It was really nice experience. Esepecially the location of the hotel was perfect. I highly recommend this one to tourist and I will stay again later.,Aug 16| 2021,5,LondonHouse Chicago| Curio Collection by Hilton,85 East Wacker Drive| Chicago| IL| 60601
Really nice hotel,Aug 16| 2021,5,LondonHouse Chicago| Curio Collection by Hilton,85 East Wacker Drive| Chicago| IL| 60601
The location is great and the staff service is excellent,Aug 16| 2021,4,LondonHouse Chicago| Curio Collection by Hilton,85 East Wacker Drive| Chicago| IL| 60601
The room lacked basics like tea bags.  I was not asked at check to have the room cleaned.  Except for Mark| the bell hop captain| service was not exemplary,Aug 15| 2021,1,LondonHouse Chicago| Curio Collection by Hilton,85 East Wacker Drive| Chicago| IL| 60601
