review,date,rating,name, address
The hotel is comfortably located near Central Park. However| if you enjoy luxurious pillows and bed clothing in your room| you will be disappointed. Further| I was surprised to learn that the rooms are not cleaned on a daily basis. The front desk attempted to be helpful and engaging| but often the language barrier was challenging.,Aug 27| 2021,3,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
The Hotel is good| location is great just 10 minutes walking from times square. Facilities are good| the room was small but confortable. What I didn't like is that there is not housekeeping available| so you have to request for new towels and toilet paper| so during the four days of stay nobody clean our room| it was advised since the check in| but i think they should include the service,Aug 27| 2021,4,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
Centrally located.,Aug 25| 2021,5,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
This hotel allows animals| and my room smelled very strongly of cat urine. Also| my room was in between the elevators| so the noises and the metal scratching from the elevators going up and down all day and night was extremely irritating. I also had a flight cancellation the day I was supposed to check in to this hotel. I called as soon as I could| and I tried to explain the situation. The lady on the phone told me that I was not able to get a change or my money back for the day that I was going to miss in the hotel. I have been trying to use the help messaging center on Expedia.com to try to talk to someone about this| hoping I might be able to at least get a credit for the night that I was unable to use. Every time I enter in my information| the messaging center says that my information does not exist| so I cannot get a hold of anyone to help me with this.,Aug 25| 2021,2,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
This hotel was filthy and disgusting. I changed rooms 3 times after arrival due to the rooms being blantantly unclean. They were sorely understaffed so no one would ever answer the phone at the front desk. Each time I had to wait forever to take the elevator back to the lobby to tell them yet again the room was very unclean. Not once did they express surprise - rather just blamed housekeeping| as though this was an ongoing problem. After the third move| now 11pm| on my own with no assistance| I gave up| slept with all my clothes on and checked out first thing in the morning to move to a new hotel. To their credit they refunded me the night I spent there and the remaining days on my res. I’m still anxiously hoping no signs of bed bugs in my luggage from the one night there.,Aug 24| 2021,1,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
We stayed at this hotel due to the close proximity to the Ed Sullivan theater for the Colbert show. We did not have high expectations of luxury since this is a lower end Hilton brand. It was utilitarian for us and met our expectations just fine. I would not stay there for a longer Manhattan stay as the rooms were small| towels are super thin| A/C didn’t work great and there’s nothing special about the hotel. The nightly rate was very affordable for the area.,Aug 20| 2021,4,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
The hotel is in an excellent location. Some of the staff are very helpful and courteous. A couple of the staff at the desk act as if they don't see you. But the other staff members and maintenance workers are nice. There are restaurants in the immediate area; some pricey but you do have places in which to go if not interested in going to restaurant on premises. We had a hard time closing the bathroom door; had to force closure because floor was warped and door couldn't get over warped area. The bathroom shower would back up each time you took a shower; drain did not properly work so a little pond would form in shower.  I did give them a list of things wrong before I left. I hope they fix them. Also the refrigerator needed to be defrosted.We're so anxious to get out we're accepting anything. Let's get our money's worth.  The business have raised their prices Let's not lower our standards.,Aug 19| 2021,4,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
I didn't like that Expedia failed to alert the hotel of my change of itinerary. I await the refund that is owed me. Afterword: received my full refund to cover any errors made. And Expedia needs to get over the fact that I mentioned their error here. I will not otherwise alter this review.,Aug 19| 2021,2,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
Good location.,Aug 18| 2021,4,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
Hotel is in a great location close to Times Square.  Was not informed that room would not be cleaned each night and had to call to find out and request new towels.  Calls were not answered on multiple occasions.,Aug 16| 2021,3,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
,Aug 14| 2021,5,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
Good location for the budget. Clean and safe.,Aug 13| 2021,4,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
By far the worst customer service ever!! Never ever gotten that poor customer service! When we arrived we were given a room that was covered in hair everywhere restrooms| beds just plain nasty when I went downstairs to inform the front desk (with pictures) I was told that the was the only room with 2 beds available for the weekend and ended having to pay for a separate room just to accommodate my family 😡😡😡!!,Aug 11| 2021,1,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
The whole stay was frustrating and extremely disappointing| the room looked nothing like the image shown| was tiny with no space to move around. The bathroom door wouldn't close fully as it was too close to the main door so there was a stopper that prevented it from closing fully - if anyone opened the main door and you were in the bathroom| anyone coming in could see right through into the bathroom. Room had a smell from the carpet which didn't feel clean at all with a few stains as well. Tried contacting hotels.com once I had checked in to make them aware of the condition and change my booking to another hotel but was tough to get in touch with an agent.Was a shock to find out there was no housekeeping at the hotel. Was only told of this at check-in without any prior knowledge. Housekeeping was done only once every 5 days - would have never booked the room if I was aware of this. There was no proper breakfast at the property either - again was never informed of this.As a Hilton Honors Diamond member| there was no privileges and was told because I had booked from form a third-party website and not directly through Hilton that there would be no benefits of my membership. Never experienced this at another hotel previously.All in all| was very disappointed with the whole stay and felt deceived by the whole process. Had I known about any of these issues prior to the stay would have never booked my stay at this property. Wouldn't recommend.,Aug 11| 2021,1,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
liked location| and room sizeToo much wait for elevators| weak annoying internet connection| not enough towels changes,Aug 10| 2021,4,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
This hotel is very nice located between Times Square and Central Park. The rooms were spacious for NYC and had a nice shower. Convenient to MTA metro line E that brings you to JFK or La Guardia Airport.,Aug 10| 2021,5,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
WELL they have 3 tiny elevators for the whole hotel…. Only 1 of which worked. So it was not uncommon to have to wait 10/15minutes for an elevator - Often times when it finally came it was already full so you had to wait ANOTHER 10/15minutes. My boyfriend ended up routinely taking the stairs up and down… we were on the 22nd floor. The front desk staff is extremely understaffed. No one ever answers when I called from the in room. Made several requests for towels and never got any. Every time I needed to go to the front desk it was an extremely long wait even if there weren’t many people waiting in line. The rooms were nice though and clean| but everything else is a hot mess and really frustrating to the point where I wouldn’t stay here again…. If not for the elevator situation alone. What you get For the money you pay for these rooms isn’t worth it. I’d be willing to pay more money to stay in the same area but at a different hotel. And I’m pretty easy going.,Aug 9| 2021,2,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
Convenient to walk to other places great location clean outside environment,Aug 9| 2021,5,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
Our stay at the Hilton Garden Inn was fantastic. The room was just right. The air conditioning was cold| shower was roomy and great pressure| and refrigerator was perfect for our snacks. The location was exactly what we wanted| close to everything. Would stay here again!,Aug 8| 2021,5,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
Good location. However| one of the elevators was not working all the time causing unnecessary delays during rush hours. Many gusts do not wear masks despite the spike up in delta variant cases of Covid 19.,Aug 8| 2021,4,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
Convenient location. Felt safe,Aug 6| 2021,5,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
The room was fine and clean. The loby smells and no one cleans your room unless you ask. If you need anything you have to ask.,Aug 6| 2021,3,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
We reserved two rooms. My wife could not use room key| two consecutive days. There was no clear explanation why this happened and luck of professional hospitality.,Aug 5| 2021,2,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
Everything was good,Aug 3| 2021,5,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
The room was very clean and quiet even though it was close to the elevator.  However| there was no housekeeping available.  We were made aware of this when checking in| but were told that if we needed anything| to call or ask the front desk.  We did just that| asked the person at the front desk for fresh towels and trash pick up.  We left all day| when we returned| no new towels or trash pick up.  We ended up taking the trash out to a dumpster downstairs ourselves.,Aug 3| 2021,3,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
The front desk staff dont answer the phone when you call with a question or request.  The tv in our room didnt work| so we called down for help…multiple times| no answer.  Finally my husband went down to the front desk where he was ignored while waiting for the front desk person to acknowledge him| even though he was the only person in the lobby. I was calling down to the front desk at the same time| and he said the guy just went back to playing with his cell phone and ignoring my calls in addition to my husband who was standing right in front of him.Eventually he was forced to acknowledge my husband| and said someone would be up to fix the tv| but 45 minutes later still no one had showed.I went down there to give him a piece of my mind and the front desk staff was totally ambivalent about the fact that we were not being taken care of.  I had to stand there at the front desk and wait until my husband upstairs texted me that the repair guy had stopped by.And then even after all that- the next time we turned the tv on| it was broken again.Totally would NOT recommend.,Aug 3| 2021,2,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
Great location. Easy to get to everything New York!,Aug 3| 2021,5,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
Staff helpful and nice. Comfortable beds and clean rooms! The Bistro attached to hotel is very good as well| with a great happy hour!,Aug 1| 2021,4,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street| New York| NY| 10019
