review,date,rating,name, address
I like the location of the hotel right by the bay.,Aug 19| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Upon arrival| the 2nd shift desk clerk was a jerk!He didn’t offer any bottled water. Didn’t tell us that we had to request housekeeping. Didn’t tell us anything! Only as we were leaving| we heard the desk clerk| (a different one)| explaining everything and had to ask her to repeat it for us.,Aug 18| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
,Aug 18| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
The hotel was nice and all but parking was ridiculous. There was no parking after 9pm. I had to go to the front desk to ask where can I park cause there’s nothing open. Front desk told me another area I can park. Besides that..the hotel was perfect for our stay! It was quiet too!,Aug 17| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Room was great! Loved the view of our room! Will definitely be coming back here. If you’re looking to stay here make sure to book a bay view room. My wife & kids loved this hotel thanks again!,Aug 17| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Location right at the edge of bay WITH trails along the bay front.,Aug 16| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
,Aug 16| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Unfriendly staff. Lack of enough parking.,Aug 15| 2021,3,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Is not very clear the parking is not included,Aug 14| 2021,3,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Paid $36.00 parking but the regular parking lot was full and had to walk over to an unprotected "outside the roped area" where several homeless people were eying the vehicles not tomention the racoons (althugh cute) was all over the parking lot and around the overfilled trash can. Some racoons were jumping on the cars| too ! The hotel itself from the outsid and the lobby area was pretty clean but boy| the room smelled musty and very dirty| especially the bathroom where we made sure we didn't take our shoes off. Buffet was very poorly done with long long lines (over 30 people in line) and food was not up to par compared to all other Embassy suites we stayed at. Also| some people in line waiting for the food was not wearing there mask. Of all the embassy's we stayed (over 10 differnt ones- we will not stay at this one in the future.,Aug 12| 2021,3,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Excellent hotel in middle of busy SF. Great views. Nice trail to walk around and get your mind off of stress. Good food. Most of the people are mindful about cleanliness and masks and social distancing| little older furniture and glitchy TV but doesn’t matter in big picture.,Aug 12| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Amazing experience other than due to Covid the pool being closed,Aug 11| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Waterfront location like. Cafeteria style frozen food for breakfast. It use to be made to order. Noise from a/c unit and staff in early morning we were on 2nd floor facing street. Having to go get your own restock on coffee packets and not have housekeeping bring you. Parking watch out for another$36 anight. Wifi not free until you sign up for free membership rewards. Pool not available. What a downer. Use to love staying at embassy suites. Might as well have stayed at motel6 at least we knew what we'd be in for. Pandemic or no pandemic,Aug 7| 2021,2,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
I liked EVERYTHING.VERY FRIENDLY STAFFGOOD BREAKFAST THANK YOU!!!,Aug 7| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Pretty hotel. great view. Only draw back is Covid restrictions- no pool and stingy on providing extra towels.,Aug 6| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Disappointed that the pool was closed because this wasn’t mentioned on the website when booking. They were quick to replace our refrigerator when we realized it wasn’t working but disappointed that they don’t allow you to have extra pillows and the one each you do get is so flat I can’t honestly call it a pillow. There were 5 of us in a suite and we only had 2 sets of towels and when I called to get extra| no one answered the phone. Breakfast was ok but not as good as the full buffet that is normally served.This is normally our go-to hotel when visiting the SF area but this experience was disappointing.,Aug 3| 2021,3,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Next to the bay was unique. Shuttle service driver was very knowledgeable about the area.,Aug 2| 2021,4,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
It was a good stay| didn’t spend much time in the room| but when we need towels or other items  the housekeeping staff was very friendly and very helpful. We have stayed at this Embassy Suites about 5 times and we like the location.,Aug 2| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Our room smelled like cigarette smoke| and was warm all night despite having the a/c set low| my daughters legs and feet were black from crawling in the ground in room which is absolutely disgusting. Breakfast was horrible| and the pool was closed. The restaurant/bar was out of all beer on tap and had very few choices of bottled beer to choose from. Very disappointed in this trip. Everyone we encountered was very nice though. We have stayed here before and never had such an awful experience. The kids did however enjoy the koi fish.,Aug 1| 2021,3,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
I liked the breakfast that Embassy suites provides. What I did not like or what I did not notice is that when I arrived I was told that I would have to pay for parking and parking at the embassy suites in  milpitas  Didn't have a fee for parking. What I also thought was disturbing is that when I arrived at at 2:30 in the afternoon a room was not available or I should say the room they had placed me and was not available and it wasn't until another attendant said to put him in a different room that they finally did.. After driving in from Fresno my friend and I were tired and all we wanted to do was get into a room and relax.. But delayed in getting a room was not favorable.,Aug 1| 2021,4,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Excellent hotel in middle of busy SF. Great views. Nice trail to walk around and get your mind off of stress. Good food. Most of the people are mindful about cleanliness and masks and social distancing| little older furniture and glitchy TV but doesn’t matter in big picture.,Aug 12| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Amazing experience other than due to Covid the pool being closed,Aug 11| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Waterfront location like. Cafeteria style frozen food for breakfast. It use to be made to order. Noise from a/c unit and staff in early morning we were on 2nd floor facing street. Having to go get your own restock on coffee packets and not have housekeeping bring you. Parking watch out for another$36 anight. Wifi not free until you sign up for free membership rewards. Pool not available. What a downer. Use to love staying at embassy suites. Might as well have stayed at motel6 at least we knew what we'd be in for. Pandemic or no pandemic,Aug 7| 2021,2,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
I liked EVERYTHING.VERY FRIENDLY STAFFGOOD BREAKFAST THANK YOU!!!,Aug 7| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Pretty hotel. great view. Only draw back is Covid restrictions- no pool and stingy on providing extra towels.,Aug 6| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Disappointed that the pool was closed because this wasn’t mentioned on the website when booking. They were quick to replace our refrigerator when we realized it wasn’t working but disappointed that they don’t allow you to have extra pillows and the one each you do get is so flat I can’t honestly call it a pillow. There were 5 of us in a suite and we only had 2 sets of towels and when I called to get extra| no one answered the phone. Breakfast was ok but not as good as the full buffet that is normally served.This is normally our go-to hotel when visiting the SF area but this experience was disappointing.,Aug 3| 2021,3,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Next to the bay was unique. Shuttle service driver was very knowledgeable about the area.,Aug 2| 2021,4,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
It was a good stay| didn’t spend much time in the room| but when we need towels or other items  the housekeeping staff was very friendly and very helpful. We have stayed at this Embassy Suites about 5 times and we like the location.,Aug 2| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Our room smelled like cigarette smoke| and was warm all night despite having the a/c set low| my daughters legs and feet were black from crawling in the ground in room which is absolutely disgusting. Breakfast was horrible| and the pool was closed. The restaurant/bar was out of all beer on tap and had very few choices of bottled beer to choose from. Very disappointed in this trip. Everyone we encountered was very nice though. We have stayed here before and never had such an awful experience. The kids did however enjoy the koi fish.,Aug 1| 2021,3,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
I liked the breakfast that Embassy suites provides. What I did not like or what I did not notice is that when I arrived I was told that I would have to pay for parking and parking at the embassy suites in  milpitas  Didn't have a fee for parking. What I also thought was disturbing is that when I arrived at at 2:30 in the afternoon a room was not available or I should say the room they had placed me and was not available and it wasn't until another attendant said to put him in a different room that they finally did.. After driving in from Fresno my friend and I were tired and all we wanted to do was get into a room and relax.. But delayed in getting a room was not favorable.,Aug 1| 2021,4,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Excellent hotel in middle of busy SF. Great views. Nice trail to walk around and get your mind off of stress. Good food. Most of the people are mindful about cleanliness and masks and social distancing| little older furniture and glitchy TV but doesn’t matter in big picture.,Aug 12| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Amazing experience other than due to Covid the pool being closed,Aug 11| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Waterfront location like. Cafeteria style frozen food for breakfast. It use to be made to order. Noise from a/c unit and staff in early morning we were on 2nd floor facing street. Having to go get your own restock on coffee packets and not have housekeeping bring you. Parking watch out for another$36 anight. Wifi not free until you sign up for free membership rewards. Pool not available. What a downer. Use to love staying at embassy suites. Might as well have stayed at motel6 at least we knew what we'd be in for. Pandemic or no pandemic,Aug 7| 2021,2,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
I liked EVERYTHING.VERY FRIENDLY STAFFGOOD BREAKFAST THANK YOU!!!,Aug 7| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
Pretty hotel. great view. Only draw back is Covid restrictions- no pool and stingy on providing extra towels.,Aug 6| 2021,5,Embassy Suites by Hilton San Francisco Airport Waterfront,150 Anza Blvd| Burlingame| CA| 94010
