review,date,rating,name, address
it you have another option take it,Aug 19| 2021,3,Embassy Suites by Hilton Los Angeles LAX South/El Segundo,1440 E Imperial Ave| El Segundo| CA| 90245
The room was just ok. The ceiling had visible patches from water damage| the bathroom door was pretty beat up| and the sink wouldn’t drain. There were crumbs in the sofa bed| which we used for sleeping. The front desk staff was rude and incompetent- charging us for things we’d prepaid| giving me floor mats instead of bath towels that were still damp (our room wasn’t adequately stocked with towels)| etc. I wouldn’t stay here again.,Aug 17| 2021,2,Embassy Suites by Hilton Los Angeles LAX South/El Segundo,1440 E Imperial Ave| El Segundo| CA| 90245
Check in was super fast and friendly.  Shuttle service was quick and on time.  Rooms were very clean and comfortable.,Aug 17| 2021,5,Embassy Suites by Hilton Los Angeles LAX South/El Segundo,1440 E Imperial Ave| El Segundo| CA| 90245
My boyfriend and I enjoyed our stay. We were satisfied w/the condition of the hotel. The breakfast was nice| but was a little disappointed that there was no fresh fruit| along w/other items| usually served for breakfast. We were definitely satisfied| and looking forward to staying there| again| soon.,Aug 11| 2021,5,Embassy Suites by Hilton Los Angeles LAX South/El Segundo,1440 E Imperial Ave| El Segundo| CA| 90245
The staff was very friendly and helpful.,Aug 9| 2021,5,Embassy Suites by Hilton Los Angeles LAX South/El Segundo,1440 E Imperial Ave| El Segundo| CA| 90245
Love this place,Aug 8| 2021,5,Embassy Suites by Hilton Los Angeles LAX South/El Segundo,1440 E Imperial Ave| El Segundo| CA| 90245
That hotel is not clean.,Aug 7| 2021,3,Embassy Suites by Hilton Los Angeles LAX South/El Segundo,1440 E Imperial Ave| El Segundo| CA| 90245
Housekeeping needs to step it up. Our whole bathroom had black mold that hasn’t been scrubbed in awhile. Patio door hasn’t been cleaned in a long while either. We enjoyed being by the airport and the inside lobby is really pretty,Aug 7| 2021,4,Embassy Suites by Hilton Los Angeles LAX South/El Segundo,1440 E Imperial Ave| El Segundo| CA| 90245
I flew in with my family via LA from Panama. I  reserved this hotel because I have had great experiences at other Embassy Suite locations. I saw they offered Airport Transfers| we landed at 11PM and come to find out their airport service stops at a certain time| for a hotel that is 1.5 miles from the airport they should continue to run this service| end result was paying for two cabs to get the the hotel and of course they charge the LA minimum. I checked in they give me a room without a frosted window where you cannot see anything| also had a strong smell of smoke. I do not recommend staying at this location if traveling with family or just needing a room to stay.,Aug 5| 2021,1,Embassy Suites by Hilton Los Angeles LAX South/El Segundo,1440 E Imperial Ave| El Segundo| CA| 90245
When we arrive to the hotel we asked a room on the fifth floor. The girl on front desk said ok but you have to wait like an hour in a half .We waited in a lobby more than hour in a half and then they said we are sorry but all rooms are busy on fifth floor.. Then they said they don't have a cleaning Service for every day. They can do just one time whitch they didn't do even one time for our five nights reservation.. Every day we had to go to the front desk and ask them  for towels.One day they even told us we are out of towels..Breakfast is not like it was before not even close.For some reason they told us before we booked the hotel that everything the same but its not..Laundry was broken all the time and we couldn't do the laundry too.And the worst what was happened the Elevator was stock one night and we got so scared to death..My family so disappointed about this hotel ..We definitely never ever come again ..,Aug 5| 2021,2,Embassy Suites by Hilton Los Angeles LAX South/El Segundo,1440 E Imperial Ave| El Segundo| CA| 90245
