review,date,rating,name, address
The beds were not that comfortable and the room was really cold upon our arrival.,Aug 27| 2021,2,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
,Aug 27| 2021,4,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
Enjoyed the terrace. Helpful staff.convenient location.,Aug 25| 2021,4,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
Great location and shout-out to all the staff. 5 star service. Bed was very comfortable and room| only on third floor was quiet. Unusually so for manhattan!,Aug 23| 2021,5,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
The hotel was clean. The staff courteous.  The outside seating need attention.  But we had a lovely stay.,Aug 23| 2021,5,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
room was very accommodating.  Elevators were extremely slow| and hallways were very hot.  Elsewhere the A/C was fine| but not in the hallways near the rooms.,Aug 22| 2021,4,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
The hotel is good for the price| but i wouldnt stay here again. The rooms are extremely small. The water pressure is terrible and water isnt very hot. There was barely any complimentary items. No pens. No notepads. One bar of soap| no hand soap. Carpets are dirty| but if your just coming to sleep i guess its okay.,Aug 22| 2021,3,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
,Aug 19| 2021,5,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
The elevator  was very duty all times,Aug 19| 2021,3,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
,Aug 16| 2021,4,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
The place does not offer valet parking as Orbitz states| but offsite parking not too far from the location. The rooms were small but clean. There was no hot water in our shower when we arrived and no hot water in the morning either. We had a busy day in NY so we didn’t use any other amenities.,Aug 16| 2021,3,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
This hotel was dirty and very outdated and the air conditioning hardly worked. For the price you pay you could get much more. Our first room had throw up on the floor that didn’t even look like was attempted to be cleaned| luckily we were able to get a new room when we complained about it| the front desk staff didn’t even seem surprised.,Aug 15| 2021,2,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
No toilet paper,Aug 14| 2021,3,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
Rooms were a bit smaller than I thought| blankets were a bit outdated but overall it was a good stay,Aug 7| 2021,4,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
Súper nice,Aug 7| 2021,5,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
Very conveniently located closer to airport and to LMU. Friendly staff,Aug 3| 2021,4,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
Great location and facility is clean and safe.,Aug 3| 2021,5,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
Cacey at the reception was awesome! Rooms were small but clean. Which that the hotel bar could have been open. Overall excellent!,Aug 3| 2021,5,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
It is located in a really nice area. Very accessible.,Aug 1| 2021,4,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
,Aug 1| 2021,5,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
I didn’t like the fact that my room was right next to the house keeping closet. I heard them gathering their items throughout the day.,Jul 31| 2021,5,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
Location| beautiful room and cleanliness,Jul 29| 2021,5,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
The location was perfect for walking| subway and bus use.  The desk workers were very helpful!,Jul 28| 2021,5,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
All good,Jul 28| 2021,4,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
The unique thing that I don’t like Is the room deposit that in the information say no deposit in the check in and we think that was true. For or lucky we have money extra but I dont know if we don’t what’ll happend in that case. Everything else was super!,Jul 27| 2021,5,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street| New York| NY| 10022
