review,date,rating,name, address
Everything was good,Jul 15| 2021,5,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
,Jun 25| 2021,1,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
,Jun 1| 2021,2,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Doubletree bumped us to Hotel Central New York South and it was the worst experience ever| no house keeping| I had to call the lobby and ask to have someone come get the trash and I had to call to ask for toilet paper and fresh towels. The shower door didn’t close correctly the sink faucet spritzed everywhere| there was no complimentary bottle water the ice machine didn’t work| and the area was not very nice at all| I would not recommend this place even to my worse enemy,May 22| 2021,1,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
I really enjoyed my stay. Will recommend to others. Customer service very friendly.,Mar 29| 2021,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Could not use our reservation due COVID and could not cancel AND lost our Reward Night. Very disappointing.,Dec 22| 2020,2,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
I made a reservation at the Double Tree. When I showed up| I was informed that it was turned into a shelter due to covid.  No one informed me of this in advance. My reservation was moved to another hotel with no heads up at all.,Dec 7| 2020,1,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
,Jun 2| 2020,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Clean property| needs snack vending machines and food service,May 4| 2020,5,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Good hotel overall. Service staff were super helpful and polite. Linens were clean. The only issue I had with the room was the bad mildewy or moldy smell from heating/cooling unit whenever the fan was on| and the strong mold smell in bathroom so I left the fan on all day. Down pillows also had strong smell. Not for the allergic.,Mar 29| 2020,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
,Mar 28| 2020,3,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Wonderful stay. Breakfast is okay but all stead were nice.,Mar 14| 2020,5,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Terrible smoke smell. No shampoo or soap. No toilet power holder. Had 2 rooms and both had extremely inconsistent maid service. Not up to Hilton standards really disappointed.,Mar 13| 2020,1,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
The bathroom pipes were clogged all the time! It was uncomfortable when it comes to share your stay with some friends.,Mar 10| 2020,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
,Mar 8| 2020,5,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Staff and service goes above and beyond. Would recommend this hotel.,Mar 7| 2020,5,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Great experience|  will travel here again,Mar 6| 2020,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
It had a nice restaurant but was cramped in size and nothing really special. Rooms are very small and bathrooms are inadequate. The closet was not a closet and clothes could not be hung.,Mar 3| 2020,3,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Easy check in| check out.  Friendly| helpful staff. Room on the small side for a 6 night break. No room for suitcases. Good area with easy transport links to enjoy Manhattan.,Mar 3| 2020,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Elevetor doors are v noise upon opening and closing,Mar 3| 2020,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
,Mar 28| 2020,3,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Wonderful stay. Breakfast is okay but all stead were nice.,Mar 14| 2020,5,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Terrible smoke smell. No shampoo or soap. No toilet power holder. Had 2 rooms and both had extremely inconsistent maid service. Not up to Hilton standards really disappointed.,Mar 13| 2020,1,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
The bathroom pipes were clogged all the time! It was uncomfortable when it comes to share your stay with some friends.,Mar 10| 2020,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
,Mar 8| 2020,5,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Staff and service goes above and beyond. Would recommend this hotel.,Mar 7| 2020,5,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Great experience|  will travel here again,Mar 6| 2020,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
It had a nice restaurant but was cramped in size and nothing really special. Rooms are very small and bathrooms are inadequate. The closet was not a closet and clothes could not be hung.,Mar 3| 2020,3,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Easy check in| check out.  Friendly| helpful staff. Room on the small side for a 6 night break. No room for suitcases. Good area with easy transport links to enjoy Manhattan.,Mar 3| 2020,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Elevetor doors are v noise upon opening and closing,Mar 3| 2020,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
The hotel is run down and the elevators break down.  Although the staff was nice| not very knowledgeable.  I needed a safety pin and asked for a sewing kit.  The staff advised it did not come with one and I should go to Duane Reade.  I asked for one anyway and found one in the sewing kit.,Feb 17| 2020,1,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
The location is amazing for a first time stay in New York. It’s close to every cool tourist spot but there are also 100’s of other hotels around the same area. The elevators are super tiny here| but I imagine most of NY to have tiny rooms and facilities. The rooms definitely need to be refurbished as some of the stuff were damaged and unsightly| but the bed was comfy. Overall| it was an OK stay.,Feb 17| 2020,3,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Clean and comfy and a great rate. We have been coming for decades. Seems as they are cutting corners little by little| our room was looking slightly ragged.,Feb 12| 2020,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
,Feb 9| 2020,3,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Great location.  For New York| very reasonably priced.,Feb 4| 2020,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
The shower curtain in room was damaged water was all over the floor due to the shower curtain. New cleaning lady never left new toiletries even after they were requested.,Feb 3| 2020,3,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
location was great. My room was dirty| meaning there was someone else's Q-tip laying on the bathroom floor,Feb 3| 2020,3,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
,Feb 2| 2020,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
,Jan 29| 2020,5,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Very nice. Room on the small side but had everything new needed,Jan 29| 2020,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
The hotel is run down and the elevators break down.  Although the staff was nice| not very knowledgeable.  I needed a safety pin and asked for a sewing kit.  The staff advised it did not come with one and I should go to Duane Reade.  I asked for one anyway and found one in the sewing kit.,Feb 17| 2020,1,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
The location is amazing for a first time stay in New York. It’s close to every cool tourist spot but there are also 100’s of other hotels around the same area. The elevators are super tiny here| but I imagine most of NY to have tiny rooms and facilities. The rooms definitely need to be refurbished as some of the stuff were damaged and unsightly| but the bed was comfy. Overall| it was an OK stay.,Feb 17| 2020,3,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
Clean and comfy and a great rate. We have been coming for decades. Seems as they are cutting corners little by little| our room was looking slightly ragged.,Feb 12| 2020,4,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
,Feb 9| 2020,3,DoubleTree by Hilton New York City - Chelsea,128 West 29th Street| New York| NY| 10001
