review,date,rating,name, address
,Aug 18| 2021,3,Hilton Brooklyn New York,140 Schermerhorn Street| Brooklyn| NY| 11201
Great stay would love to come back,Aug 11| 2021,5,Hilton Brooklyn New York,140 Schermerhorn Street| Brooklyn| NY| 11201
Very clean and quiet. Comfortable. All staff polite and helpful. Would definitely stay there again!,Aug 8| 2021,5,Hilton Brooklyn New York,140 Schermerhorn Street| Brooklyn| NY| 11201
N/A,Aug 5| 2021,4,Hilton Brooklyn New York,140 Schermerhorn Street| Brooklyn| NY| 11201
The rooms were nice and spacious.  The bathroom was spacious.  The hotel is near many eateries| so you can walk to nearby delis.  24 hour valet!  You want to go| you can leave in 10 minutes!  Front desk was excellent and housekeeping was very attentive to our schedules.,Aug 2| 2021,5,Hilton Brooklyn New York,140 Schermerhorn Street| Brooklyn| NY| 11201
Everything was great| service| location| cleanliness. Only problem was a constant sound of the vent in the bathroom. After a while we got used to it but I wouldn't stay in the deluxe king again but definitely come back to the hotel. We loved it!,Aug 2| 2021,5,Hilton Brooklyn New York,140 Schermerhorn Street| Brooklyn| NY| 11201
The hotel does not meet the level of expectation for the $279/nt rate. The customer service is lackluster. More importantly there is a mandatory $25 fee that forces you to drink at the bar or buy something from their “gift shop”. Parking options are either very costly and extremely costly. Good shopping in the area.,Aug 1| 2021,3,Hilton Brooklyn New York,140 Schermerhorn Street| Brooklyn| NY| 11201
,Jul 27| 2021,4,Hilton Brooklyn New York,140 Schermerhorn Street| Brooklyn| NY| 11201
The hotel and staff were great. The corner room was beautiful. What killed me was the air-conditioning...or rather the lack of it. Our room was soupy despite adjusting it to the lowest temp| highest fan.,Jul 26| 2021,3,Hilton Brooklyn New York,140 Schermerhorn Street| Brooklyn| NY| 11201
(1) Lacking adequate lighting in room; (2) lacking 24 hour access to complimentary coffee| decaf and hot water with lighteners| stirrers| etc. in the lobby;(3) lacking bellboy service;(4) lacking comfortable seating;(5) no longer offering buffet breakfast;(6) hallways looked worn and dingy.At the end of one of the days of our stay we returned in the evening and the room had not been refreshed nor attended to!We felt that overall the hotel had lost much of its former charm and amenities.    :^(,Jul 26| 2021,3,Hilton Brooklyn New York,140 Schermerhorn Street| Brooklyn| NY| 11201
,Jul 26| 2021,5,Hilton Brooklyn New York,140 Schermerhorn Street| Brooklyn| NY| 11201
Great location. The staff was very nice and accommodating. The room was nice and clean| and the beds were very comfortable. Overall a very nice experience.,Jul 23| 2021,4,Hilton Brooklyn New York,140 Schermerhorn Street| Brooklyn| NY| 11201
The gentleman who checked me in was awful.  But the lady who checked me out was wonderful.  The restaurant was wonderful as well.,Jul 22| 2021,3,Hilton Brooklyn New York,140 Schermerhorn Street| Brooklyn| NY| 11201
,Jul 20| 2021,5,Hilton Brooklyn New York,140 Schermerhorn Street| Brooklyn| NY| 11201
,Jul 19| 2021,5,Hilton Brooklyn New York,140 Schermerhorn Street| Brooklyn| NY| 11201
